school,slug,acceptance_rate,sat_total_25th_percentile,sat_total_75th_percentile,act_25th_percentile,act_75th_percentile,graduation_rate,public_or_private,student_to_faculty_ratio,campus_setting,enrollment,in_state_cost,out_state_cost,average_financial_aid,street_address,city,state,zip,phone,website,applicants,accepted,enrolled,percent_submitting_sat,percent_submitting_act,sat_critical_reading_25th_percentile,sat_critical_reading_75th_percentile,sat_math_25th_percentile,sat_math_75th_percentile,sat_writing_25th_percentile,sat_writing_75th_percentile,act_english_25th_percentile,act_english_75th_percentile,act_math_25th_percentile,act_math_75th_percentile_score,
Tiffin University,,64%,1294.5,1584,18,23,43%,Private,17,Town,2674," $29,915 "," $29,915 "," $9,951 ",155 Miami Street,Tiffin,OH,44883,80096864466446,www.tiffin.edu,2956,1889,398,14,88,430,528,433,528,431.5,528,17,22,17,23,
Towson University,TU471,63%,1483,1750,21,24,66%,Public,17,City,21111," $20,766 "," $31,580 "," $7,034 ",8000 York Rd,Towson,MD,21252-0001,4107042000,www.towson.edu,15423,9696,2405,96,14,490,580,493,590,500,580,20,25,19,25,
Transylvania University,,81%,1550,1960,23,29,70%,Private,12,City,1158," $35,400 "," $35,400 "," $14,256 ",300 N Broadway,Lexington,KY,40508-1797,8592338300,www.transy.edu,1374,1118,283,35,94,530,660,520,630,500,670,23,31,22,27,
Trine University,,75%,1425,1770,21,26,46%,Private,16,Town,1451," $39,800 "," $39,800 "," $12,664 ",1 University Ave,Angola,IN,46703-1764,2606654100,www.trine.edu,2340,1760,450,43,57,460,560,490,620,475,590,19,25,20,27,
Trinity College,,41%,1810,2080,26,30,86%,Private,10,City,2504," $53,525 "," $53,525 "," $29,455 ",300 Summit St,Hartford,CT,06106-3100,8602972000,www.Trincoll.edu,4534,1874,572,50,26,590,680,610,690,610,710,26,31,25,29,
Trinity University,,59%,1800,2085,27,31,81%,Private,10,City,2703," $40,212 "," $40,212 "," $12,946 ",One Trinity Place,San Antonio,TX,78212-7200,2109997011,www.trinity.edu,4209,2489,642,62,35,590,700,610,690,600,695,27,33,26,31,
Trinity Washington University,,55%,NR,NR,NR,NR,40%,Private,11,City,1727," $31,609 "," $31,609 "," $11,829 ",125 Michigan Ave NE,Washington,DC,20017-1094,2028849050,www.trinitydc.edu,1131,619,253,,,,,,,0,0,,,,,
Troy University,TU8,66%,NR,NR,18,23,39%,Public,25,Rural,28303," $14,835 "," $19,467 "," $3,409 ",University Avenue,Troy,AL,36082-0001,3346703100,www.troy.edu,5999,3974,2908,0,50,,,,,0,0,17,24,16,22,
Truman State University,,72%,1650,1980,25,30,69%,Public,16,Town,5880," $18,082 "," $22,933 "," $8,017 ",100 E Normal,Kirksville,MO,63501-4221,6607854000,www.truman.edu,4608,3333,1345,10,97,540,660,560,660,550,660,24,32,23,29,
Tufts University,,27%,2040,2300,NR,NR,92%,Private,14,Suburb,10030," $53,130 "," $53,130 "," $25,557 ",,Medford,MA,02155-5555,6176285000,www.tufts.edu,15042,3995,1314,88,0,680,750,680,790,680,760,,,,,
Tulane University of Louisiana,,26%,1870,2110,28,31,74%,Private,14,City,10737," $52,240 "," $52,240 "," $23,627 ",6823 Saint Charles Ave,New Orleans,LA,70118-5698,5048655000,www.tulane.edu,39920,10567,1502,70,61,620,700,620,700,630,710,28,33,26,32,
Tusculum College,,72%,694.5,840,19,24,38%,Private,19,Town,2241," $31,465 "," $31,465 "," $10,892 ",60 Shiloh Road,Greeneville,TN,37743,4236367300,www.tusculum.edu,2709,1958,365,19,67,,,463,560,231.5,280,18,25,17,24,
Tuskegee University,,59%,1160,1490,17,22,46%,Private,9,Town,2994," $28,752 "," $28,752 "," $3,447 ",Kresge Center  3rd Floor,Tuskegee,AL,36088-1920,3347278011,www.tuskegee.edu,2872,1694,723,53,58,390,500,380,490,390,500,17,22,17,21,
Union College,,41%,NR,NR,NR,NR,85%,Private,10,City,2240," $52,060 "," $52,060 "," $23,602 ",807 Union St,Schenectady,NY,12308-2311,5183886000,www.union.edu/,4829,1987,520,,,,,,,0,0,,,,,
United States Air Force Academy,,17%,1730,1995,26,32,82%,Public,27,Suburb,4537, $-   , $-   ,,,USAFA,CO,80840-5002,7193336481,www.usafa.edu,9897,1667,1351,51,49,580,665,600,690,550,640,26,32,28,33,
United States Coast Guard Academy,,25%,1740,2010,24,30,75%,Public,18,City,975," $4,600 "," $4,600 ",,15 Mohegan Avenue,New London,CT,06320-4195,8604448444,www.cga.edu,1672,411,294,71,29,560,660,600,680,580,670,24,30,25,30,
United States Merchant Marine Academy,,0%,NR,NR,NR,NR,72%,Public,10,Suburb,986," $9,213 "," $9,213 "," $2,514 ",Steamboat Rd,Kings Point,NY,11024-1699,5167735000,WWW.USMMA.EDU,,,,,,,,,,0,0,,,,,
United States Military Academy,USMAA750,14%,1680,1970,25,29,79%,Public,7,Suburb,4553, $-   , $-   ,,646 Swift Rd (ATTN: MASG),West  Point,NY,10996-1905,8459384011,www.usma.edu,11107,1570,1262,86,70,560,660,580,670,540,640,23,29,25,29,
United States Naval Academy,,10%,1755,2100,NR,NR,86%,Public,11,Suburb,4488, $-   , $-   ,,121 Blake Road,Annapolis,MD,21402-5000,4102931000,www.usna.edu,15342,1464,1251,85,65,570,700,600,700,585,700,23,30,25,31,
University at Buffalo,UAB732,52%,1575,1875,23,27,62%,Public,16,City,28192," $19,473 "," $27,373 "," $5,177 ",3435 Main Street,Buffalo,NY,14214,7166452000,www.buffalo.edu,19784,10268,3154,95,32,500,600,550,650,525,625,,,,,
University of Akron Main Campus,UOA888,0%,NR,NR,NR,NR,34%,Public,19,City,24119," $20,869 "," $30,117 "," $4,876 ",302 Buchtel Common,Akron,OH,44325-4702,3309727111,www.uakron.edu,,,,,,,,,,0,0,,,,,
University of Alabama at Birmingham,UOAAB2,84%,1470,1920,21,27,40%,Public,16,City,16149," $19,115 "," $25,451 "," $5,876 ",Administration Bldg Suite 1070,Birmingham,AL,35294-0110,2059344011,www.uab.edu,4418,3692,1517,6,93,480,630,500,650,490,640,21,28,19,26,
University of Alabama in Huntsville,,72%,1530,1905,22,28,48%,Public,16,City,7431," $19,217 "," $28,335 "," $4,192 ",301 Sparkman Dr,Huntsville,AL,35899,2568246120,www.uah.edu,1924,1387,802,21,92,500,630,520,640,510,635,22,29,21,27,
University of Alaska Anchorage,,72%,1290,1580,17,24,22%,Public,15,City,16649," $16,604 "," $26,504 "," $3,683 ",3211 Providence Drive,Anchorage,AK,99508,9077861800,www.uaa.alaska.edu,4229,3065,2113,39,18,440,480,430,560,420,540,15,23,16,24,
University of Alaska Fairbanks,,74%,1300,1740,18,25,23%,Public,11,Suburb,8575," $15,742 "," $25,822 "," $3,587 ",215 Signers' Hall,Fairbanks,AK,99775-7480,9074747211,www.uaf.edu,2087,1554,1008,46,42,450,600,430,590,420,550,17,25,16,24,
University of Arizona,UOA23,78%,1455,1830,21,27,57%,Public,19,City,38057," $20,519 "," $35,928 "," $5,443 ",1401 E University,Tucson,AZ,85721-0066,5206212211,www.arizona.edu,24756,19310,6966,76,42,480,600,490,620,485,610,,,,,
University of Arkansas,UOA29,56%,1530,1890,23,29,58%,Public,18,City,19194," $18,241 "," $27,118 "," $7,750 ",Administration Bldg 425,Fayetteville,AR,72701,4795752000,www.uark.edu,12035,6751,2919,27,92,500,620,520,640,510,630,22,30,22,28,
University of Arkansas at Little Rock,,0%,NR,NR,NR,NR,21%,Public,13,City,11965," $21,498 "," $29,958 "," $6,839 ",2801 S University Ave,Little Rock,AR,72204,5015693000,www.ualr.edu,,,,,,,,,,0,0,,,,,
University of Arkansas at Monticello,,0%,NR,NR,NR,NR,31%,Public,16,Rural,3302," $13,230 "," $17,490 "," $4,844 ",Highway 425 South,Monticello,AR,71656,8703676811,www.uamont.edu,,,,,,,,,,0,0,,,,,
University of Arkansas at Pine Bluff,UOAAPB31,33%,1100,1460,14,18,28%,Public,18,City,3525," $16,104 "," $20,784 "," $6,156 ",1200 N University Mail Slot 4789,Pine Bluff,AR,71601,8705758000,www.uapb.edu,4792,1568,979,5,95,370,490,360,480,370,490,12,18,15,17,
University of Arkansas-Fort Smith,,61%,NR,NR,19,24,19%,Public,19,City,6784," $15,640 "," $21,040 "," $4,444 ",5210 Grand Ave,Fort Smith,AR,72913-3649,4797887000,www.uafortsmith.edu,3332,2045,1306,0,76,,,,,0,0,18,25,18,24,
University of Bridgeport,,55%,1210,1470,NR,NR,44%,Private,15,City,5323," $43,052 "," $43,052 "," $13,953 ",126 Park Avenue,Bridgeport,CT,06604-5620,2035764000,www.bridgeport.edu,8165,4510,440,94,0,400,490,410,500,400,480,,,,,
University of California-Berkeley,UOCB52,21%,1800,2170,25,32,90%,Public,20,City,35396," $28,312 "," $50,981 "," $11,462 ",,Berkeley,CA,94720,5106426000,www.berkeley.edu,48473,10404,4261,98,34,580,700,620,760,600,710,25,33,26,34,
University of California-Davis,UOCD53,53%,1560,1940,22,28,81%,Public,20,Suburb,30568," $26,421 "," $49,090 "," $9,957 ",One Shields Avenue,Davis,CA,95616-8678,5307521011,www.ucdavis.edu,40625,21357,4972,98,41,500,630,550,670,510,640,21,28,24,29,
University of California-Irvine,,49%,1590,1900,23,28,81%,Public,23,City,26984," $24,828 "," $47,497 "," $10,563 ",,Irvine,CA,92697,9498245011,www.uci.edu/,42424,20670,4583,99,35,510,610,560,670,520,620,21,27,24,29,
University of California-Los Angeles,UOCLA55,23%,1730,2100,24,31,89%,Public,18,City,38220," $26,617 "," $49,286 "," $11,229 ",405 Hilgard Ave,Los Angeles,CA,90095-1405,3108254321,www.ucla.edu/,55423,12659,4735,97,40,560,680,590,720,580,700,24,32,25,33,
University of California-Riverside,,84%,1370,1740,19,24,64%,Public,23,City,18079," $25,022 "," $47,691 "," $11,033 ",900 University Ave,Riverside,CA,92521,9518271012,WWW.UCR.EDU,30192,25439,4424,98,33,450,560,470,610,450,570,17,24,18,26,
University of California-San Diego,,40%,1700,2040,24,30,85%,Public,24,City,27520," $24,940 "," $47,609 "," $10,406 ",9500 Gilman Dr,La Jolla,CA,92093,8585342230,www.ucsd.edu,47385,18897,4292,98,35,540,660,600,710,560,670,23,30,25,32,
University of California-Santa Barbara,UOCSB58,49%,1590,1950,23,29,81%,Public,22,Suburb,21868," $27,284 "," $49,953 "," $14,234 ",,Santa Barbara,CA,93106,8058938000,www.ucsb.edu,47076,23184,4387,98,44,520,640,540,660,530,650,22,29,23,29,
University of California-Santa Cruz,,72%,1540,1890,22,27,72%,Public,24,City,16615," $27,481 "," $50,150 "," $10,473 ",1156 High St,Santa Cruz,CA,95064-1011,8314590111,www.ucsc.edu/,27833,19955,3965,97,37,510,630,520,640,510,620,21,27,21,28,
University of Central Arkansas,UOCA33,58%,NR,NR,20,28,41%,Public,19,Town,12974," $18,038 "," $23,243 "," $6,576 ",201 Donaghey Ave,Conway,AR,72035-0001,5014505000,www.uca.edu,5848,3394,2111,0,95,,,,,0,0,20,28,18,26,
University of Central Florida,UOCF175,47%,1600,1870,23,28,63%,Public,30,Suburb,50121," $18,100 "," $33,579 "," $4,058 ",4000 Central Florida Blvd,Orlando,FL,32816,4078232000,www.ucf.edu/,32335,15125,6364,56,44,530,620,560,650,510,600,,,,,
University of Central Missouri,,62%,NR,NR,18,23,52%,Public,17,Town,11063," $16,255 "," $22,840 "," $4,287 ",,Warrensburg,MO,64093,6605434111,www.ucmo.edu,4733,2925,1504,0,93,,,,,0,0,19,25,17,24,
University of Central Oklahoma,,75%,NR,NR,19,24,36%,Public,21,Suburb,15724," $16,999 "," $23,428 "," $3,180 ",100 N University Dr,Edmond,OK,73034,4059742000,www.uco.edu,5181,3907,2208,0,93,,,,,0,0,19,24,17,23,
University of Charleston,,79%,1305,1575,19,24,46%,Private,15,City,1435," $34,887 "," $34,887 "," $12,769 ",2300 MacCorkle Avenue   SE,Charleston,WV,25304,3043574800,www.ucwv.edu,1225,970,281,36,75,440,530,430,520,435,525,18,25,17,24,
University of Chicago,UOC284,27%,2055,2340,28,33,92%,Private,11,City,14788," $54,290 "," $54,290 "," $20,579 ",5801 S Ellis Ave,Chicago,IL,60637,7737021234,WWW.UCHICAGO.EDU,13564,3708,1335,85,52,690,780,680,780,685,780,28,34,27,33,
University of Cincinnati,,61%,1510,1850,22,27,46%,Public,14,City,29617," $26,346 "," $40,869 "," $6,648 ",2624 Clifton Avenue,Cincinnati,OH,45221-0063,5135566000,www.uc.edu,14333,8798,3166,57,88,500,610,520,640,490,600,21,28,22,28,
University of Colorado at Boulder,,84%,1620,1920,24,29,67%,Public,18,City,32469," $24,757 "," $45,011 "," $3,852 ",Regent Drive at Broadway,Boulder,CO,80309-0017,3034921411,www.colorado.edu,19649,16514,5555,58,80,530,630,550,650,540,640,23,29,23,29,
University of Colorado at Colorado Springs,,64%,1430,1770,21,26,46%,Public,17,City,9373," $20,047 "," $30,967 "," $4,040 ",1420 Austin Bluffs Parkway,Colorado Springs,CO,80918,7192553000,www.uccs.edu,4547,2932,1099,28,92,480,590,490,600,460,580,20,26,20,26,
University of Connecticut,UOC142,50%,1670,1960,24,29,76%,Public,19,Town,24273," $23,546 "," $39,146 "," $11,405 ",,Storrs,CT,6269,8604862000,www.uconn.edu,21999,10931,3221,96,24,550,640,570,670,550,650,,,,,
University of Dallas,,92%,1630,2020,23,30,57%,Private,13,City,2977," $40,214 "," $40,214 "," $14,494 ",1845 E Northgate Drive,Irving,TX,75062-4736,9727215000,www.udallas.edu,1056,972,320,77,51,560,700,530,650,540,670,23,32,22,29,
University of Dayton,UOD892,73%,1545,1875,23,28,75%,Private,17,City,10920," $39,470 "," $39,470 "," $11,844 ",300 College Park,Dayton,OH,45469,9372291000,www.udayton.edu,12212,8938,1707,55,86,510,610,520,640,515,625,23,28,23,28,
University of Delaware,UOD161,57%,1580,1920,24,28,73%,Public,17,Suburb,20500," $21,094 "," $34,794 "," $6,664 ",,Newark,DE,19716,3028312000,www.udel.edu/,24744,14109,4223,98,23,520,630,540,650,520,640,23,29,23,29,
University of Denver,,70%,1610,1910,24,29,74%,Private,12,City,11328," $49,185 "," $49,185 "," $14,741 ",2199 S. University Blvd,Denver,CO,80208,3038712000,www.du.edu,8411,5926,1210,58,74,540,640,550,650,520,620,24,31,24,29,
University of Detroit Mercy,UODM543,64%,1380,1740,21,26,55%,Private,7,City,5725," $43,471 "," $43,471 "," $14,228 ",4001 W McNichols Rd,Detroit,MI,48221-3038,3139931000,www.udmercy.edu,3173,2020,608,7,92,450,580,470,580,460,580,20,26,19,26,
University of Dubuque,,75%,1320,1605,18,23,43%,Private,13,City,1583," $29,280 "," $29,280 "," $7,743 ",2000 University Ave,Dubuque,IA,52001,5635893000,www.dbq.edu,1181,882,358,15,86,440,530,440,540,440,535,16,22,17,24,
University of Evansville,UOE316,86%,1510,1838,22,28,63%,Private,13,City,2742," $38,680 "," $38,680 "," $16,154 ",1800 Lincoln Avenue,Evansville,IN,47722,8124882000,www.evansville.edu/,3012,2593,701,69,62,510,610,510,628,490,600,21,29,21,28,
University of Florida,UOF176,43%,1710,2040,25,29,82%,Public,20,City,51474," $16,183 "," $35,554 "," $5,290 ",355 Tigert Hall,Gainesville,FL,32611-3115,3523923261,www.ufl.edu/,25798,11015,6253,75,25,560,670,580,690,570,680,,,,,
University of Georgia,UOG208,56%,1690,1980,24,29,79%,Public,18,City,34180," $18,000 "," $36,210 "," $7,002 ",,Athens,GA,30602,7065423000,www.uga.edu,17207,9569,4851,93,51,560,660,570,660,560,660,24,30,24,29,
University of Hartford,UOH144,67%,1350,1680,19,24,54%,Private,11,City,7366," $42,428 "," $42,428 "," $2,668 ",200 Bloomfield Ave,West Hartford,CT,06117-1599,8607684100,www.hartford.edu,13928,9334,1394,94,16,450,550,450,570,450,560,,,,,
University of Hawaii at Hilo,,56%,1230,1570,17,24,32%,Public,13,Town,3773," $14,596 "," $24,100 "," $3,208 ",200 W Kawili St,Hilo,HI,96720-4091,8008974456,www.uhh.hawaii.edu,2023,1136,552,90,20,410,520,420,540,400,510,13,20,16,21,
University of Hawaii at Manoa,UOHAM256,67%,1450,1740,21,23,51%,Public,13,City,20169," $18,457 "," $30,505 "," $3,685 ",2500 Campus Road  Hawaii Hall,Honolulu,HI,96822-2301,8089567651,manoa.hawaii.edu,7029,4688,1866,87,26,480,570,500,610,470,560,20,22,21,26,
University of Houston,UOH1166,70%,1455,1785,20,25,42%,Public,26,City,36104," $19,059 "," $25,707 "," $6,490 ",212 E. Cullen Building,Houston,TX,77204-2018,7137431000,www.uh.edu,11393,7941,3295,91,30,470,570,500,620,485,595,19,25,19,26,
University of Idaho,,78%,1430,1780,20,26,57%,Public,16,Town,11791," $18,480 "," $28,560 "," $3,843 ",875 Perimeter Drive,Moscow,ID,83844-2282,8888843246,www.uidaho.edu,4935,3844,1709,57,66,480,600,490,610,460,570,19,26,19,26,
University of Illinois at Chicago,UOIAC267,63%,1460,1920,21,26,48%,Public,16,City,25835," $26,163 "," $38,553 "," $9,439 ",601 S Morgan,Chicago,IL,60607,3129967000,www.uic.edu/index.html/,14661,9244,3147,6,98,460,630,510,660,490,630,21,27,21,27,
University of Illinois at Springfield,,58%,NR,NR,20,26,57%,Public,13,City,4711," $19,740 "," $27,060 "," $5,373 ",One University Plaza,Springfield,IL,62703-5407,2172066600,www.uis.edu,1349,777,288,0,99,,,,,0,0,20,26,18,25,
University of Illinois at Urbana-Champaign,UOIAUC269,65%,1800,2145,26,31,82%,Public,19,City,43246," $25,522 "," $39,664 "," $9,056 ",601 E John Street,Champaign,IL,61820-5711,2173331000,www.illinois.edu/,26057,17053,6984,23,99,540,660,660,770,600,715,26,32,27,34,
University of Indianapolis,,72%,1350,1680,19,25,55%,Private,13,City,4829," $32,430 "," $32,430 "," $12,146 ",1400 E Hanna Ave,Indianapolis,IN,46227-3697,3177883368,uindy.edu,5147,3684,994,87,52,450,560,460,570,440,550,19,25,19,25,
University of Iowa,UOI356,83%,1590,1995,23,28,66%,Public,16,City,29152," $19,438 "," $34,812 "," $6,469 ",101 Jessup Hall,Iowa City,IA,52242-1316,3193353500,www.uiowa.edu,15060,12503,4063,9,93,500,640,560,690,530,665,22,28,22,28,
University of Kansas,UOK382,92%,NR,NR,22,27,60%,Public,19,City,29365," $20,156 "," $32,125 "," $4,567 ",,Lawrence,KS,66045,7858642700,www.ku.edu,10902,10003,4483,0,98,,,,,0,0,21,28,21,27,
University of Kentucky,UOK406,79%,1470,1840,22,27,58%,Public,18,City,26054," $20,183 "," $28,738 "," $5,715 ",,Lexington,KY,40506-0032,8592579000,www.uky.edu,11120,8757,4110,25,93,490,610,500,630,480,600,20,27,21,28,
University of La Verne,,59%,1320,1630,18,24,60%,Private,16,Suburb,7511," $44,140 "," $44,140 "," $14,654 ",1950 Third St,La Verne,CA,91750-4401,90959335114900,www.ulv.edu,1657,982,302,88,25,440,540,440,560,440,530,18,24,18,24,
University of Louisiana at Lafayette,UOLAL432,67%,NR,NR,20,24,40%,Public,22,City,16320," $12,764 "," $21,336 "," $4,453 ",104 University Circle,Lafayette,LA,70503,3774821000,www.louisiana.edu,7584,5095,2606,6,94,,,,,0,0,20,25,19,24,
University of Louisiana Monroe,UOLAM433,74%,NR,NR,20,23,31%,Public,18,City,8754," $13,693 "," $19,950 "," $5,538 ",700 University Avenue,Monroe,LA,71209-0000,3183421000,www.ulm.edu,2702,2003,1340,0,91,,,,,0,0,20,25,18,23,
University of Louisville,UOL407,70%,1515,1890,21,27,46%,Public,19,City,20834," $19,686 "," $31,014 "," $6,450 ",2301 S 3rd St,Louisville,KY,40292-0001,5028525555,www.louisville.edu,7861,5473,2609,25,91,500,620,510,640,505,630,20,27,21,28,
University of Maine,UOM451,77%,1440,1760,21,26,59%,Public,14,Suburb,11818," $21,174 "," $36,324 "," $6,799 ",,Orono,ME,4469,2075811110,www.umaine.edu/,7408,5721,2082,95,11,480,590,480,600,480,570,,,,,
University of Maine at Farmington,,68%,NR,NR,NR,NR,59%,Public,15,Rural,2174," $19,616 "," $28,032 "," $3,905 ",224 Main St,Farmington,ME,04938-9978,2077787000,www.umf.maine.edu,1902,1293,525,,,,,,,0,0,,,,,
University of Maine at Presque Isle,,0%,NR,NR,NR,NR,42%,Public,15,Rural,1455," $16,860 "," $26,010 "," $6,212 ",181 Main St,Presque Isle,ME,04769-2888,2077689400,www.umpi.maine.edu,,,,,,,,,,0,0,,,,,
University of Mary,,78%,1260,1590,20,25,57%,Private,15,Rural,2862," $20,584 "," $20,584 "," $6,978 ",7500 University Dr,Bismarck,ND,58504,7012557500,www.umary.edu,924,723,312,9,90,410,500,440,560,410,530,19,25,18,25,
University of Mary Hardin-Baylor,,43%,1320,1665,20,28,42%,Private,15,Suburb,2648," $30,640 "," $30,640 "," $8,080 ",900 College St,Belton,TX,76513-2599,8007278642,www.umhb.edu,5760,2450,598,67,55,430,550,450,560,440,555,18,25,19,25,
University of Mary Washington,,74%,1590,1900,23,28,77%,Public,15,Suburb,5084," $18,500 "," $30,228 "," $4,242 ",1301 College Ave,Fredericksburg,VA,22401-5300,5406541000,www.umw.edu,4761,3541,956,91,23,540,650,520,620,530,630,21,26,22,28,
University of Maryland Eastern Shore,UOMES468,53%,1130,1390,15,18,38%,Public,18,Town,4290," $18,912 "," $26,136 "," $5,614 ",J.T. Williams Hall,Princess Anne,MD,21853-1299,4106512200,www.umes.edu,4176,2227,881,91,15,380,470,370,460,380,460,13,17,15,17,
University of Maryland-Baltimore County,UOMBC466,69%,1610,1920,22,29,59%,Public,18,Suburb,12268," $22,014 "," $31,355 "," $8,426 ",1000 Hilltop Circle,Baltimore,MD,21250,4104551000,www.umbc.edu,6049,4168,1534,93,12,530,630,550,660,530,630,,,,,
University of Maryland-College Park,,42%,1800,2085,NR,NR,82%,Public,18,Suburb,37000," $21,677 "," $37,614 "," $6,792 ",,College Park,MD,20742,3014051000,www.umd.edu,28331,11870,4202,94,0,580,680,620,710,600,695,,,,,
University of Massachusetts Amherst,UOMA489,67%,1590,1920,23,28,68%,Public,18,Town,26359," $22,593 "," $34,090 "," $6,490 ",,Amherst,MA,1003,4135450111,www.umass.edu,29452,19703,4124,97,13,520,630,540,650,530,640,,,,,
University of Massachusetts-Boston,,62%,1335,1680,NR,NR,32%,Public,18,City,14117,,," $5,667 ",100 Morrissey Blvd,Boston,MA,02125-3393,6172875000,www.umb.edu,6060,3728,987,94,0,430,550,460,570,445,560,,,,,
University of Massachusetts-Dartmouth,,65%,1440,1725,NR,NR,46%,Public,18,Suburb,9155," $22,928 "," $32,631 "," $5,733 ",285 Old Westport Rd,North Dartmouth,MA,02747-2300,5089998000,www.umassd.edu,7633,4930,1556,99,0,470,560,490,590,480,575,,,,,
University of Massachusetts-Lowell,,75%,1440,1755,NR,NR,51%,Public,15,Suburb,12471," $22,148 "," $34,168 "," $4,959 ",1 University Ave,Lowell,MA,01854-5104,9789344000,WWW.UML.EDU,5549,4174,1528,98,0,470,570,490,600,480,585,,,,,
University of Memphis,UOM1136,67%,1310,1670,19,24,38%,Public,16,City,20220," $19,409 "," $32,129 "," $7,561 ",,Memphis,TN,38152,9016782000,www.memphis.edu,6156,4120,2256,6,94,440,570,450,560,420,540,19,25,17,23,
University of Miami,,44%,1740,2050,27,31,77%,Private,11,Suburb,15323," $53,544 "," $53,544 "," $20,865 ",University of Miami,Coral Gables,FL,33124,3052842211,www.miami.edu/,21845,9700,2006,58,33,570,680,600,700,570,670,27,33,26,32,
University of Michigan-Ann Arbor,UOM545,50%,1845,2145,27,31,88%,Public,12,City,41028," $23,721 "," $46,999 "," $7,100 ",,Ann Arbor,MI,48109,7347641817,www.umich.edu,29965,14970,6079,40,80,590,690,640,740,615,715,27,33,27,32,
University of Minnesota-Crookston,,83%,1210,1740,19,24,37%,Public,23,Town,2199," $19,042 "," $19,042 "," $6,230 ",2900 University Ave,Crookston,MN,56716-5001,8008626466,www.umcrookston.edu/,769,635,285,9,84,410,560,420,590,380,590,17,23,18,25,
University of Minnesota-Duluth,,71%,1420,1800,21,26,50%,Public,21,City,11366," $21,378 "," $23,378 "," $4,257 ",515 Darland Administration Bldg,Duluth,MN,55812,2187268000,www.d.umn.edu/,7936,5669,2118,3,98,480,590,480,620,460,590,20,25,21,26,
University of Minnesota-Morris,,75%,1520,2080,22,28,63%,Public,12,Town,1607," $21,222 "," $21,222 "," $6,062 ",309 Behmler Hall,Morris,MN,56267,3205896035,www.morris.umn.edu/,1442,1077,405,8,96,520,710,520,710,480,660,21,29,21,27,
University of Minnesota-Twin Cities,UOM577,50%,1650,2030,24,29,66%,Public,19,City,51140," $22,052 "," $26,052 "," $4,829 ",100 Church Street SE,Minneapolis,MN,55455-0213,6126255000,www1.umn.edu/twincities/index.php,33910,16960,5400,15,91,520,670,600,710,530,650,23,30,24,30,
University of Mississippi Main Campus,UOM609,80%,1380,1770,20,26,56%,Public,18,Rural,15289," $18,966 "," $26,910 "," $5,080 ",Oxford  Mississippi,University,MS,38677-1848,6629157211,www.olemiss.edu,8595,6839,2576,29,88,460,580,460,600,460,590,20,28,18,25,
University of Missouri-Columbia,UOM621,83%,1590,1950,23,28,69%,Public,18,City,30130," $20,741 "," $31,832 "," $5,485 ",105 Jesse Hall,Columbia,MO,65211,5738822121,www.missouri.edu/,16455,13659,5589,11,96,530,650,530,650,530,650,23,29,22,27,
University of Missouri-Kansas City,UOMC622,62%,1560,1950,21,28,44%,Public,12,City,14481," $24,943 "," $36,034 "," $6,839 ",5100 Rockhill Rd,Kansas City,MO,64110,8162351000,www.umkc.edu/,4226,2628,1004,11,94,520,650,520,650,520,650,20,28,19,27,
University of Missouri-St Louis,,79%,935,1270,20,26,46%,Public,15,Suburb,15741," $26,725 "," $37,816 "," $5,872 ",One University Boulevard,Saint Louis,MO,63121-4400,3145165000,www.umsl.edu/,1621,1281,527,5,92,,,500,660,435,610,19,26,18,25,
University of Montevallo,,69%,NR,NR,20,25,52%,Public,17,Town,3023," $16,091 "," $22,631 "," $5,530 ",Station 6001,Montevallo,AL,35115-6000,2056656155,www.montevallo.edu,1543,1057,518,0,97,,,,,0,0,20,27,17,24,
University of Nebraska at Kearney,,77%,1150,2030,20,25,59%,Public,16,Town,6543," $16,970 "," $21,778 "," $4,850 ",905 W 25th St,Kearney,NE,68849-1212,3088658441,www.unk.edu,2895,2215,983,1,93,400,660,370,700,380,670,19,25,18,25,
University of Nebraska at Omaha,UONO669,80%,NR,NR,20,26,43%,Public,18,City,14213," $18,659 "," $28,620 "," $2,582 ",6001 Dodge St,Omaha,NE,68182-0225,4025542800,www.unomaha.edu,4845,3896,1816,0,95,,,,,0,0,19,26,18,25,
University of Nebraska-Lincoln,,63%,1560,2025,22,29,64%,Public,17,City,23573," $18,395 "," $29,435 "," $6,158 ",14th and R St,Lincoln,NE,68588,4024727211,www.unl.edu/,9455,5943,3986,10,95,510,670,530,680,520,675,21,29,21,28,
University of Nevada-Las Vegas,UONLV682,78%,1335,1710,19,24,41%,Public,21,City,28600," $19,123 "," $31,463 "," $3,932 ",4505 S Maryland Pky,Las Vegas,NV,89154,7028953011,www.unlv.edu,7800,6057,3236,75,36,440,560,450,580,445,570,18,24,18,25,
University of Nevada-Reno,UONR683,87%,1402.5,1770,20,26,48%,Public,20,City,16867," $20,345 "," $32,685 "," $3,457 ",,Reno,NV,89557,7757841110,www.unr.edu/home/,5127,4457,2172,76,54,465,580,470,600,467.5,590,19,26,19,26,
University of New England,,80%,1455,1740,21,26,51%,Private,13,City,4267," $42,890 "," $42,890 "," $12,497 ",11 Hills Beach Rd,Biddeford,ME,4005,2072830171,www.une.edu/,3315,2661,607,90,8,480,570,490,590,485,580,21,26,21,26,
